Sample in Buffer,Sample in Window,TRIGGER,design_1_i/xlslice_bit0_Dout,design_1_i/xlslice_bit1_Dout,design_1_i/hier_0_test,design_1_i/hier_0_dout_mem,design_1_i/hier_0_dout_fifo,design_1_i/New_cdr_A_dout10b[9:0],design_1_i/dv_1[1:0],design_1_i/d_in_1[1:0],design_1_i/hier_0_address[13:0],design_1_i/address_counter_0_address[13:0],design_1_i/h_bert_Q[31:0]
20002,20002,0,0,0,0,1,0,1101001110,3,1,0000,0b1f,0
20003,20003,0,0,0,0,1,0,1101001110,1,1,0000,0b20,0
20004,20004,0,0,0,0,1,0,1101001110,0,1,0000,0b21,0
20005,20005,0,0,0,0,1,0,1101001110,2,1,0000,0b22,0
20006,20006,0,0,0,0,1,0,1101001110,1,1,0000,0b23,0
20007,20007,0,0,0,0,1,0,1101001110,2,1,0000,0b24,0
20008,20008,0,0,0,0,1,0,1111001110,3,1,0000,0b25,0
20009,20009,0,0,0,0,1,0,1111001110,3,1,0000,0b26,0
20010,20010,0,0,0,0,1,0,1111001110,0,0,0000,0b27,0
20011,20011,0,0,0,0,1,0,1111001110,2,1,0000,0b28,0
20012,20012,0,0,0,0,1,0,1111001110,3,1,0000,0b29,0
20013,20013,0,0,0,0,1,0,1111001110,3,1,0000,0b2a,0
20014,20014,0,0,0,0,1,0,1111001110,1,1,0000,0b2b,0
20015,20015,0,0,0,0,1,0,1111001110,0,1,0000,0b2c,0
20016,20016,0,0,0,0,1,0,1111001110,2,1,0000,0b2d,0
20017,20017,0,0,0,0,1,0,1111001110,3,1,0000,0b2e,0
20018,20018,0,0,0,0,1,0,0111110110,3,1,0000,0b2f,0
20019,20019,0,0,0,0,1,0,0111110110,3,1,0000,0b30,0
20020,20020,0,0,0,0,1,0,0111110110,1,3,0000,0b31,0
20021,20021,0,0,0,0,1,0,0111110110,3,1,0000,0b32,0
20022,20022,0,0,0,0,1,0,0111110110,1,1,0000,0b33,0
20023,20023,0,0,0,0,1,0,0111110110,2,1,0000,0b34,0
20024,20024,0,0,0,0,1,0,0111110110,3,1,0000,0b35,0
20025,20025,0,0,0,0,1,0,0111110110,3,1,0000,0b36,0
20026,20026,0,0,0,0,1,0,0111110110,3,1,0000,0b37,0
20027,20027,0,0,0,0,1,0,0111110110,3,1,0000,0b38,0
20028,20028,0,0,0,0,1,0,1101011101,1,1,0000,0b39,0
20029,20029,0,0,0,0,1,0,1101011101,0,1,0000,0b3a,0
20030,20030,0,0,0,0,1,0,1101011101,0,0,0000,0b3b,0
20031,20031,0,0,0,0,1,0,1101011101,1,1,0000,0b3c,0
20032,20032,0,0,0,0,1,0,1101011101,2,1,0000,0b3d,0
20033,20033,0,0,0,0,1,0,1101011101,3,1,0000,0b3e,0
20034,20034,0,0,0,0,1,0,1101011101,3,1,0000,0b3f,0
20035,20035,0,0,0,0,1,0,1101011101,1,1,0000,0b40,0
20036,20036,0,0,0,0,1,0,1101011101,2,1,0000,0b41,0
20037,20037,0,0,0,0,1,0,1101011101,1,1,0000,0b42,0
20038,20038,0,0,0,0,1,0,1101111101,2,1,0000,0b43,0
20039,20039,0,0,0,0,1,0,1101111101,3,1,0000,0b44,0
20040,20040,0,0,0,0,1,0,1101111101,3,3,0000,0b45,0
20041,20041,0,0,0,0,1,0,1101111101,2,1,0000,0b46,0
20042,20042,0,0,0,0,1,0,1101111101,3,1,0000,0b47,0
20043,20043,0,0,0,0,1,0,1101111101,3,1,0000,0b48,0
20044,20044,0,0,0,0,1,0,1101111101,3,1,0000,0b49,0
20045,20045,0,0,0,0,1,0,1101111101,3,1,0000,0b4a,0
20046,20046,0,0,0,0,1,0,1101111101,1,1,0000,0b4b,0
20047,20047,0,0,0,0,1,0,1101111101,2,1,0000,0b4c,0
20048,20048,0,0,0,0,1,0,1110111110,3,1,0000,0b4d,0
20049,20049,0,0,0,0,1,0,1110111110,3,1,0000,0b4e,0
20050,20050,0,0,0,0,1,0,1110111110,0,0,0000,0b4f,0
20051,20051,0,0,0,0,1,0,1110111110,2,1,0000,0b50,0
20052,20052,0,0,0,0,1,0,1110111110,3,1,0000,0b51,0
20053,20053,0,0,0,0,1,0,1110111110,3,1,0000,0b52,0
20054,20054,0,0,0,0,1,0,1110111110,3,1,0000,0b53,0
20055,20055,0,0,0,0,1,0,1110111110,3,1,0000,0b54,0
20056,20056,0,0,0,0,1,0,1110111110,1,1,0000,0b55,0
20057,20057,0,0,0,0,1,0,1110111110,2,1,0000,0b56,0
20058,20058,0,0,0,0,1,0,1101001110,3,1,0000,0b57,0
20059,20059,0,0,0,0,1,0,1101001110,3,1,0000,0b58,0
20060,20060,0,0,0,0,1,0,1101001110,1,3,0000,0b59,0
20061,20061,0,0,0,0,1,0,1101001110,3,1,0000,0b5a,0
20062,20062,0,0,0,0,1,0,1101001110,3,1,0000,0b5b,0
20063,20063,0,0,0,0,1,0,1101001110,1,1,0000,0b5c,0
20064,20064,0,0,0,0,1,0,1101001110,0,1,0000,0b5d,0
20065,20065,0,0,0,0,1,0,1101001110,2,1,0000,0b5e,0
20066,20066,0,0,0,0,1,0,1101001110,1,1,0000,0b5f,0
20067,20067,0,0,0,0,1,0,1101001110,2,1,0000,0b60,0
20068,20068,0,0,0,0,1,0,1001010101,3,1,0000,0b61,0
20069,20069,0,0,0,0,1,0,1001010101,3,1,0000,0b62,0
20070,20070,0,0,0,0,1,0,1001010101,0,0,0000,0b63,0
20071,20071,0,0,0,0,1,0,1001010101,1,1,0000,0b64,0
20072,20072,0,0,0,0,1,0,1001010101,2,1,0000,0b65,0
20073,20073,0,0,0,0,1,0,1001010101,1,1,0000,0b66,0
20074,20074,0,0,0,0,1,0,1001010101,2,1,0000,0b67,0
20075,20075,0,0,0,0,1,0,1001010101,1,1,0000,0b68,0
20076,20076,0,0,0,0,1,0,1001010101,2,1,0000,0b69,0
20077,20077,0,0,0,0,1,0,1001010101,1,1,0000,0b6a,0
20078,20078,0,0,0,0,1,0,1111011110,0,1,0000,0b6b,0
20079,20079,0,0,0,0,1,0,1111011110,2,1,0000,0b6c,0
20080,20080,0,0,0,0,1,0,1111011110,1,3,0000,0b6d,0
20081,20081,0,0,0,0,1,0,1111011110,3,1,0000,0b6e,0
20082,20082,0,0,0,0,1,0,1111011110,3,1,0000,0b6f,0
20083,20083,0,0,0,0,1,0,1111011110,3,1,0000,0b70,0
20084,20084,0,0,0,0,1,0,1111011110,1,1,0000,0b71,0
20085,20085,0,0,0,0,1,0,1111011110,2,1,0000,0b72,0
20086,20086,0,0,0,0,1,0,1111011110,3,1,0000,0b73,0
20087,20087,0,0,0,0,1,0,1111011110,3,1,0000,0b74,0
20088,20088,0,0,0,0,1,0,1111101110,3,1,0000,0b75,0
20089,20089,0,0,0,0,1,0,1111101110,3,1,0000,0b76,0
20090,20090,0,0,0,0,1,0,1111101110,0,0,0000,0b77,0
20091,20091,0,0,0,0,1,0,1111101110,2,1,0000,0b78,0
20092,20092,0,0,0,0,1,0,1111101110,3,1,0000,0b79,0
20093,20093,0,0,0,0,1,0,1111101110,3,1,0000,0b7a,0
20094,20094,0,0,0,0,1,0,1111101110,1,1,0000,0b7b,0
20095,20095,0,0,0,0,1,0,1111101110,2,1,0000,0b7c,0
20096,20096,0,0,0,0,1,0,1111101110,3,1,0000,0b7d,0
20097,20097,0,0,0,0,1,0,1111101110,3,1,0000,0b7e,0
20098,20098,0,0,0,0,1,0,1000101011,3,1,0000,0b7f,0
20099,20099,0,0,0,0,1,0,1000101011,3,1,0000,0b80,0
20100,20100,0,0,0,0,1,0,1000101011,3,3,0000,0b81,0
20101,20101,0,0,0,0,1,0,1000101011,1,1,0000,0b82,0
20102,20102,0,0,0,0,1,0,1000101011,2,1,0000,0b83,0
20103,20103,0,0,0,0,1,0,1000101011,1,1,0000,0b84,0
20104,20104,0,0,0,0,1,0,1000101011,2,1,0000,0b85,0
20105,20105,0,0,0,0,1,0,1000101011,1,1,0000,0b86,0
20106,20106,0,0,0,0,1,0,1000101011,0,1,0000,0b87,0
20107,20107,0,0,0,0,1,0,1000101011,0,1,0000,0b88,0
20108,20108,0,0,0,0,1,0,1111110110,2,1,0000,0b89,0
20109,20109,0,0,0,0,1,0,1111110110,3,1,0000,0b8a,0
20110,20110,0,0,0,0,1,0,1111110110,0,0,0000,0b8b,0
20111,20111,0,0,0,0,1,0,1111110110,2,1,0000,0b8c,0
20112,20112,0,0,0,0,1,0,1111110110,3,1,0000,0b8d,0
20113,20113,0,0,0,0,1,0,1111110110,1,1,0000,0b8e,0
20114,20114,0,0,0,0,1,0,1111110110,2,1,0000,0b8f,0
20115,20115,0,0,0,0,1,0,1111110110,3,1,0000,0b90,0
20116,20116,0,0,0,0,1,0,1111110110,3,1,0000,0b91,0
20117,20117,0,0,0,0,1,0,1111110110,3,1,0000,0b92,0
20118,20118,0,0,0,0,1,0,1101010101,3,1,0000,0b93,0
20119,20119,0,0,0,0,1,0,1101010101,3,1,0000,0b94,0
20120,20120,0,0,0,0,1,0,1101010101,3,3,0000,0b95,0
20121,20121,0,0,0,0,1,0,1101010101,2,1,0000,0b96,0
20122,20122,0,0,0,0,1,0,1101010101,1,1,0000,0b97,0
20123,20123,0,0,0,0,1,0,1101010101,2,1,0000,0b98,0
20124,20124,0,0,0,0,1,0,1101010101,1,1,0000,0b99,0
20125,20125,0,0,0,0,1,0,1101010101,2,1,0000,0b9a,0
20126,20126,0,0,0,0,1,0,1101010101,1,1,0000,0b9b,0
20127,20127,0,0,0,0,1,0,1101010101,2,1,0000,0b9c,0
20128,20128,0,0,0,0,1,0,1111010001,3,1,0000,0b9d,0
20129,20129,0,0,0,0,1,0,1111010001,3,1,0000,0b9e,0
20130,20130,0,0,0,0,1,0,1111010001,0,0,0000,0b9f,0
20131,20131,0,0,0,0,1,0,1111010001,1,1,0000,0ba0,0
20132,20132,0,0,0,0,1,0,1111010001,0,1,0000,0ba1,0
20133,20133,0,0,0,0,1,0,1111010001,0,1,0000,0ba2,0
20134,20134,0,0,0,0,1,0,1111010001,2,1,0000,0ba3,0
20135,20135,0,0,0,0,1,0,1111010001,1,1,0000,0ba4,0
20136,20136,0,0,0,0,1,0,1111010001,2,1,0000,0ba5,0
20137,20137,0,0,0,0,1,0,1111010001,3,1,0000,0ba6,0
20138,20138,0,0,0,0,1,0,0101011011,3,1,0000,0ba7,0
20139,20139,0,0,0,0,1,0,0101011011,3,1,0000,0ba8,0
20140,20140,0,0,0,0,1,0,0101011011,3,3,0000,0ba9,0
20141,20141,0,0,0,0,1,0,0101011011,1,1,0000,0baa,0
20142,20142,0,0,0,0,1,0,0101011011,2,1,0000,0bab,0
20143,20143,0,0,0,0,1,0,0101011011,3,1,0000,0bac,0
20144,20144,0,0,0,0,1,0,0101011011,1,1,0000,0bad,0
20145,20145,0,0,0,0,1,0,0101011011,2,1,0000,0bae,0
20146,20146,0,0,0,0,1,0,0101011011,1,1,0000,0baf,0
20147,20147,0,0,0,0,1,0,0101011011,2,1,0000,0bb0,0
20148,20148,0,0,0,0,1,0,0101001110,1,1,0000,0bb1,0
20149,20149,0,0,0,0,1,0,0101001110,0,1,0000,0bb2,0
20150,20150,0,0,0,0,1,0,0101001110,0,0,0000,0bb3,0
20151,20151,0,0,0,0,1,0,0101001110,2,1,0000,0bb4,0
20152,20152,0,0,0,0,1,0,0101001110,3,1,0000,0bb5,0
20153,20153,0,0,0,0,1,0,0101001110,3,1,0000,0bb6,0
20154,20154,0,0,0,0,1,0,0101001110,1,1,0000,0bb7,0
20155,20155,0,0,0,0,1,0,0101001110,0,1,0000,0bb8,0
20156,20156,0,0,0,0,1,0,0101001110,2,1,0000,0bb9,0
20157,20157,0,0,0,0,1,0,0101001110,1,1,0000,0bba,0
20158,20158,0,0,0,0,1,0,1101011110,2,1,0000,0bbb,0
20159,20159,0,0,0,0,1,0,1101011110,1,1,0000,0bbc,0
20160,20160,0,0,0,0,1,0,1101011110,0,3,0000,0bbd,0
20161,20161,0,0,0,0,1,0,1101011110,3,1,0000,0bbe,0
20162,20162,0,0,0,0,1,0,1101011110,3,1,0000,0bbf,0
20163,20163,0,0,0,0,1,0,1101011110,3,1,0000,0bc0,0
20164,20164,0,0,0,0,1,0,1101011110,1,1,0000,0bc1,0
20165,20165,0,0,0,0,1,0,1101011110,2,1,0000,0bc2,0
20166,20166,0,0,0,0,1,0,1101011110,1,1,0000,0bc3,0
20167,20167,0,0,0,0,1,0,1101011110,2,1,0000,0bc4,0
20168,20168,0,0,0,0,1,0,1110111110,3,1,0000,0bc5,0
20169,20169,0,0,0,0,1,0,1110111110,3,1,0000,0bc6,0
20170,20170,0,0,0,0,1,0,1110111110,0,0,0000,0bc7,0
20171,20171,0,0,0,0,1,0,1110111110,2,1,0000,0bc8,0
20172,20172,0,0,0,0,1,0,1110111110,3,1,0000,0bc9,0
20173,20173,0,0,0,0,1,0,1110111110,3,1,0000,0bca,0
20174,20174,0,0,0,0,1,0,1110111110,3,1,0000,0bcb,0
20175,20175,0,0,0,0,1,0,1110111110,3,1,0000,0bcc,0
20176,20176,0,0,0,0,1,0,1110111110,1,1,0000,0bcd,0
20177,20177,0,0,0,0,1,0,1110111110,2,1,0000,0bce,0
20178,20178,0,0,0,0,1,0,1101010110,3,1,0000,0bcf,0
20179,20179,0,0,0,0,1,0,1101010110,3,1,0000,0bd0,0
20180,20180,0,0,0,0,1,0,1101010110,1,3,0000,0bd1,0
20181,20181,0,0,0,0,1,0,1101010110,3,1,0000,0bd2,0
20182,20182,0,0,0,0,1,0,1101010110,1,1,0000,0bd3,0
20183,20183,0,0,0,0,1,0,1101010110,2,1,0000,0bd4,0
20184,20184,0,0,0,0,1,0,1101010110,1,1,0000,0bd5,0
20185,20185,0,0,0,0,1,0,1101010110,2,1,0000,0bd6,0
20186,20186,0,0,0,0,1,0,1101010110,1,1,0000,0bd7,0
20187,20187,0,0,0,0,1,0,1101010110,2,1,0000,0bd8,0
20188,20188,0,0,0,0,1,0,1100111001,3,1,0000,0bd9,0
20189,20189,0,0,0,0,1,0,1100111001,3,1,0000,0bda,0
20190,20190,0,0,0,0,1,0,1100111001,0,0,0000,0bdb,0
20191,20191,0,0,0,0,1,0,1100111001,1,1,0000,0bdc,0
20192,20192,0,0,0,0,1,0,1100111001,0,1,0000,0bdd,0
20193,20193,0,0,0,0,1,0,1100111001,2,1,0000,0bde,0
20194,20194,0,0,0,0,1,0,1100111001,3,1,0000,0bdf,0
20195,20195,0,0,0,0,1,0,1100111001,3,1,0000,0be0,0
20196,20196,0,0,0,0,1,0,1100111001,1,1,0000,0be1,0
20197,20197,0,0,0,0,1,0,1100111001,0,1,0000,0be2,0
20198,20198,0,0,0,0,1,0,1010111001,2,1,0000,0be3,0
20199,20199,0,0,0,0,1,0,1010111001,3,1,0000,0be4,0
20200,20200,0,0,0,0,1,0,1010111001,3,3,0000,0be5,0
20201,20201,0,0,0,0,1,0,1010111001,0,1,0000,0be6,0
20202,20202,0,0,0,0,1,0,1010111001,2,1,0000,0be7,0
20203,20203,0,0,0,0,1,0,1010111001,3,1,0000,0be8,0
20204,20204,0,0,0,0,1,0,1010111001,3,1,0000,0be9,0
20205,20205,0,0,0,0,1,0,1010111001,1,1,0000,0bea,0
20206,20206,0,0,0,0,1,0,1010111001,2,1,0000,0beb,0
20207,20207,0,0,0,0,1,0,1010111001,1,1,0000,0bec,0
20208,20208,0,0,0,0,1,0,1101011100,2,1,0000,0bed,0
20209,20209,0,0,0,0,1,0,1101011100,3,1,0000,0bee,0
20210,20210,0,0,0,0,1,0,1101011100,0,0,0000,0bef,0
20211,20211,0,0,0,0,1,0,1101011100,0,1,0000,0bf0,0
20212,20212,0,0,0,0,1,0,1101011100,2,1,0000,0bf1,0
20213,20213,0,0,0,0,1,0,1101011100,3,1,0000,0bf2,0
20214,20214,0,0,0,0,1,0,1101011100,3,1,0000,0bf3,0
20215,20215,0,0,0,0,1,0,1101011100,1,1,0000,0bf4,0
20216,20216,0,0,0,0,1,0,1101011100,2,1,0000,0bf5,0
20217,20217,0,0,0,0,1,0,1101011100,1,1,0000,0bf6,0
20218,20218,0,0,0,0,1,0,0111001011,2,1,0000,0bf7,0
20219,20219,0,0,0,0,1,0,0111001011,3,1,0000,0bf8,0
20220,20220,0,0,0,0,1,0,0111001011,3,3,0000,0bf9,0
20221,20221,0,0,0,0,1,0,0111001011,1,1,0000,0bfa,0
20222,20222,0,0,0,0,1,0,0111001011,2,1,0000,0bfb,0
20223,20223,0,0,0,0,1,0,0111001011,1,1,0000,0bfc,0
20224,20224,0,0,0,0,1,0,0111001011,0,1,0000,0bfd,0
20225,20225,0,0,0,0,1,0,0111001011,2,1,0000,0bfe,0
20226,20226,0,0,0,0,1,0,0111001011,3,1,0000,0bff,0
20227,20227,0,0,0,0,1,0,0111001011,3,1,0000,0c00,0
20228,20228,0,0,0,0,1,0,0100001010,1,1,0000,0c01,0
20229,20229,0,0,0,0,1,0,0100001010,0,1,0000,0c02,0
20230,20230,0,0,0,0,1,0,0100001010,0,0,0000,0c03,0
20231,20231,0,0,0,0,1,0,0100001010,2,1,0000,0c04,0
20232,20232,0,0,0,0,1,0,0100001010,1,1,0000,0c05,0
20233,20233,0,0,0,0,1,0,0100001010,2,1,0000,0c06,0
20234,20234,0,0,0,0,1,0,0100001010,1,1,0000,0c07,0
20235,20235,0,0,0,0,1,0,0100001010,0,1,0000,0c08,0
20236,20236,0,0,0,0,1,0,0100001010,0,1,0000,0c09,0
20237,20237,0,0,0,0,1,0,0100001010,0,1,0000,0c0a,0
20238,20238,0,0,0,0,1,0,1000101010,2,1,0000,0c0b,0
20239,20239,0,0,0,0,1,0,1000101010,1,1,0000,0c0c,0
20240,20240,0,0,0,0,1,0,1000101010,0,3,0000,0c0d,0
20241,20241,0,0,0,0,1,0,1000101010,1,1,0000,0c0e,0
20242,20242,0,0,0,0,1,0,1000101010,2,1,0000,0c0f,0
20243,20243,0,0,0,0,1,0,1000101010,1,1,0000,0c10,0
20244,20244,0,0,0,0,1,0,1000101010,2,1,0000,0c11,0
20245,20245,0,0,0,0,1,0,1000101010,1,1,0000,0c12,0
20246,20246,0,0,0,0,1,0,1000101010,0,1,0000,0c13,0
20247,20247,0,0,0,0,1,0,1000101010,0,1,0000,0c14,0
20248,20248,0,0,0,0,1,0,1111101110,2,1,0000,0c15,0
20249,20249,0,0,0,0,1,0,1111101110,3,1,0000,0c16,0
20250,20250,0,0,0,0,1,0,1111101110,0,0,0000,0c17,0
20251,20251,0,0,0,0,1,0,1111101110,2,1,0000,0c18,0
20252,20252,0,0,0,0,1,0,1111101110,3,1,0000,0c19,0
20253,20253,0,0,0,0,1,0,1111101110,3,1,0000,0c1a,0
20254,20254,0,0,0,0,1,0,1111101110,1,1,0000,0c1b,0
20255,20255,0,0,0,0,1,0,1111101110,2,1,0000,0c1c,0
20256,20256,0,0,0,0,1,0,1111101110,3,1,0000,0c1d,0
20257,20257,0,0,0,0,1,0,1111101110,3,1,0000,0c1e,0
20258,20258,0,0,0,0,1,0,0110010010,3,1,0000,0c1f,0
20259,20259,0,0,0,0,1,0,0110010010,3,1,0000,0c20,0
20260,20260,0,0,0,0,1,0,0110010010,1,3,0000,0c21,0
20261,20261,0,0,0,0,1,0,0110010010,1,1,0000,0c22,0
20262,20262,0,0,0,0,1,0,0110010010,0,1,0000,0c23,0
20263,20263,0,0,0,0,1,0,0110010010,2,1,0000,0c24,0
20264,20264,0,0,0,0,1,0,0110010010,1,1,0000,0c25,0
20265,20265,0,0,0,0,1,0,0110010010,0,1,0000,0c26,0
20266,20266,0,0,0,0,1,0,0110010010,2,1,0000,0c27,0
20267,20267,0,0,0,0,1,0,0110010010,3,1,0000,0c28,0
20268,20268,0,0,0,0,1,0,1001011111,1,1,0000,0c29,0
20269,20269,0,0,0,0,1,0,1001011111,0,1,0000,0c2a,0
20270,20270,0,0,0,0,1,0,1001011111,0,0,0000,0c2b,0
20271,20271,0,0,0,0,1,0,1001011111,3,1,0000,0c2c,0
20272,20272,0,0,0,0,1,0,1001011111,3,1,0000,0c2d,0
20273,20273,0,0,0,0,1,0,1001011111,3,1,0000,0c2e,0
20274,20274,0,0,0,0,1,0,1001011111,3,1,0000,0c2f,0
20275,20275,0,0,0,0,1,0,1001011111,1,1,0000,0c30,0
20276,20276,0,0,0,0,1,0,1001011111,2,1,0000,0c31,0
20277,20277,0,0,0,0,1,0,1001011111,1,1,0000,0c32,0
20278,20278,0,0,0,0,1,0,1101001010,0,1,0000,0c33,0
20279,20279,0,0,0,0,1,0,1101001010,2,1,0000,0c34,0
20280,20280,0,0,0,0,1,0,1101001010,1,3,0000,0c35,0
20281,20281,0,0,0,0,1,0,1101001010,1,1,0000,0c36,0
20282,20282,0,0,0,0,1,0,1101001010,2,1,0000,0c37,0
20283,20283,0,0,0,0,1,0,1101001010,1,1,0000,0c38,0
20284,20284,0,0,0,0,1,0,1101001010,0,1,0000,0c39,0
20285,20285,0,0,0,0,1,0,1101001010,2,1,0000,0c3a,0
20286,20286,0,0,0,0,1,0,1101001010,1,1,0000,0c3b,0
20287,20287,0,0,0,0,1,0,1101001010,2,1,0000,0c3c,0
20288,20288,0,0,0,0,1,0,0111010110,3,1,0000,0c3d,0
20289,20289,0,0,0,0,1,0,0111010110,3,1,0000,0c3e,0
20290,20290,0,0,0,0,1,0,0111010110,0,0,0000,0c3f,0
20291,20291,0,0,0,0,1,0,0111010110,2,1,0000,0c40,0
20292,20292,0,0,0,0,1,0,0111010110,3,1,0000,0c41,0
20293,20293,0,0,0,0,1,0,0111010110,1,1,0000,0c42,0
20294,20294,0,0,0,0,1,0,0111010110,2,1,0000,0c43,0
20295,20295,0,0,0,0,1,0,0111010110,1,1,0000,0c44,0
20296,20296,0,0,0,0,1,0,0111010110,2,1,0000,0c45,0
20297,20297,0,0,0,0,1,0,0111010110,3,1,0000,0c46,0
20298,20298,0,0,0,0,1,0,1011010110,3,1,0000,0c47,0
20299,20299,0,0,0,0,1,0,1011010110,1,1,0000,0c48,0
20300,20300,0,0,0,0,1,0,1011010110,0,3,0000,0c49,0
20301,20301,0,0,0,0,1,0,1011010110,3,1,0000,0c4a,0
20302,20302,0,0,0,0,1,0,1011010110,1,1,0000,0c4b,0
20303,20303,0,0,0,0,1,0,1011010110,2,1,0000,0c4c,0
20304,20304,0,0,0,0,1,0,1011010110,1,1,0000,0c4d,0
20305,20305,0,0,0,0,1,0,1011010110,2,1,0000,0c4e,0
20306,20306,0,0,0,0,1,0,1011010110,3,1,0000,0c4f,0
20307,20307,0,0,0,0,1,0,1011010110,1,1,0000,0c50,0
20308,20308,0,0,0,0,1,0,1011010111,2,1,0000,0c51,0
20309,20309,0,0,0,0,1,0,1011010111,3,1,0000,0c52,0
20310,20310,0,0,0,0,1,0,1011010111,0,0,0000,0c53,0
20311,20311,0,0,0,0,1,0,1011010111,3,1,0000,0c54,0
20312,20312,0,0,0,0,1,0,1011010111,3,1,0000,0c55,0
20313,20313,0,0,0,0,1,0,1011010111,1,1,0000,0c56,0
20314,20314,0,0,0,0,1,0,1011010111,2,1,0000,0c57,0
20315,20315,0,0,0,0,1,0,1011010111,1,1,0000,0c58,0
20316,20316,0,0,0,0,1,0,1011010111,2,1,0000,0c59,0
20317,20317,0,0,0,0,1,0,1011010111,3,1,0000,0c5a,0
20318,20318,0,0,0,0,1,0,0111101010,1,1,0000,0c5b,0
20319,20319,0,0,0,0,1,0,0111101010,2,1,0000,0c5c,0
20320,20320,0,0,0,0,1,0,0111101010,1,3,0000,0c5d,0
20321,20321,0,0,0,0,1,0,0111101010,1,1,0000,0c5e,0
20322,20322,0,0,0,0,1,0,0111101010,2,1,0000,0c5f,0
20323,20323,0,0,0,0,1,0,0111101010,1,1,0000,0c60,0
20324,20324,0,0,0,0,1,0,0111101010,2,1,0000,0c61,0
20325,20325,0,0,0,0,1,0,0111101010,3,1,0000,0c62,0
20326,20326,0,0,0,0,1,0,0111101010,3,1,0000,0c63,0
20327,20327,0,0,0,0,1,0,0111101010,3,1,0000,0c64,0
20328,20328,0,0,0,0,1,0,1010010101,1,1,0000,0c65,0
20329,20329,0,0,0,0,1,0,1010010101,0,1,0000,0c66,0
20330,20330,0,0,0,0,1,0,1010010101,0,0,0000,0c67,0
20331,20331,0,0,0,0,1,0,1010010101,1,1,0000,0c68,0
20332,20332,0,0,0,0,1,0,1010010101,2,1,0000,0c69,0
20333,20333,0,0,0,0,1,0,1010010101,1,1,0000,0c6a,0
20334,20334,0,0,0,0,1,0,1010010101,2,1,0000,0c6b,0
20335,20335,0,0,0,0,1,0,1010010101,1,1,0000,0c6c,0
20336,20336,0,0,0,0,1,0,1010010101,0,1,0000,0c6d,0
20337,20337,0,0,0,0,1,0,1010010101,2,1,0000,0c6e,0
20338,20338,0,0,0,0,1,0,1101001100,1,1,0000,0c6f,0
20339,20339,0,0,0,0,1,0,1101001100,2,1,0000,0c70,0
20340,20340,0,0,0,0,1,0,1101001100,1,3,0000,0c71,0
20341,20341,0,0,0,0,1,0,1101001100,2,1,0000,0c72,0
20342,20342,0,0,0,0,1,0,1101001100,3,1,0000,0c73,0
20343,20343,0,0,0,0,1,0,1101001100,1,1,0000,0c74,0
20344,20344,0,0,0,0,1,0,1101001100,0,1,0000,0c75,0
20345,20345,0,0,0,0,1,0,1101001100,2,1,0000,0c76,0
20346,20346,0,0,0,0,1,0,1101001100,1,1,0000,0c77,0
20347,20347,0,0,0,0,1,0,1101001100,2,1,0000,0c78,0
20348,20348,0,0,0,0,1,0,1110010010,3,1,0000,0c79,0
20349,20349,0,0,0,0,1,0,1110010010,3,1,0000,0c7a,0
20350,20350,0,0,0,0,1,0,1110010010,0,0,0000,0c7b,0
20351,20351,0,0,0,0,1,0,1110010010,2,1,0000,0c7c,0
20352,20352,0,0,0,0,1,0,1110010010,1,1,0000,0c7d,0
20353,20353,0,0,0,0,1,0,1110010010,0,1,0000,0c7e,0
20354,20354,0,0,0,0,1,0,1110010010,2,1,0000,0c7f,0
20355,20355,0,0,0,0,1,0,1110010010,1,1,0000,0c80,0
20356,20356,0,0,0,0,1,0,1110010010,0,1,0000,0c81,0
20357,20357,0,0,0,0,1,0,1110010010,2,1,0000,0c82,0
20358,20358,0,0,0,0,1,0,0101111110,3,1,0000,0c83,0
20359,20359,0,0,0,0,1,0,0101111110,3,1,0000,0c84,0
20360,20360,0,0,0,0,1,0,0101111110,1,3,0000,0c85,0
20361,20361,0,0,0,0,1,0,0101111110,3,1,0000,0c86,0
20362,20362,0,0,0,0,1,0,0101111110,3,1,0000,0c87,0
20363,20363,0,0,0,0,1,0,0101111110,3,1,0000,0c88,0
20364,20364,0,0,0,0,1,0,0101111110,3,1,0000,0c89,0
20365,20365,0,0,0,0,1,0,0101111110,3,1,0000,0c8a,0
20366,20366,0,0,0,0,1,0,0101111110,1,1,0000,0c8b,0
20367,20367,0,0,0,0,1,0,0101111110,2,1,0000,0c8c,0
20368,20368,0,0,0,0,1,0,1011110000,1,1,0000,0c8d,0
20369,20369,0,0,0,0,1,0,1011110000,0,1,0000,0c8e,0
20370,20370,0,0,0,0,1,0,1011110000,0,0,0000,0c8f,0
20371,20371,0,0,0,0,1,0,1011110000,0,1,0000,0c90,0
20372,20372,0,0,0,0,1,0,1011110000,0,1,0000,0c91,0
20373,20373,0,0,0,0,1,0,1011110000,0,1,0000,0c92,0
20374,20374,0,0,0,0,1,0,1011110000,2,1,0000,0c93,0
20375,20375,0,0,0,0,1,0,1011110000,3,1,0000,0c94,0
20376,20376,0,0,0,0,1,0,1011110000,3,1,0000,0c95,0
20377,20377,0,0,0,0,1,0,1011110000,3,1,0000,0c96,0
20378,20378,0,0,0,0,1,0,1111011100,1,1,0000,0c97,0
20379,20379,0,0,0,0,1,0,1111011100,2,1,0000,0c98,0
